358,DAUE,ElGolea,AG,30.5712944444,2.85958611111,1306
359,DAUG,Noumerate,AG,32.3841055556,3.79411388889,1512
360,DAUH,OuedIrara,AG,31.6729722222,6.14044444444,463
361,DAUI,InSalah,AG,27.2510222222,2.51201666667,883
362,DAUK,SidiMahdi,AG,33.0678027778,6.08867222222,279
363,DAUL,Laghouat,AG,33.764025,2.92729722222,2510
364,DAUO,Guemar,AG,33.5113972222,6.77679444444,208
365,DAUT,Timimoun,AG,29.2371194444,0.276033333333,1027
366,DAUU,Ouargla,AG,31.9172222222,5.41277777778,492
367,DAUZ,InAmenas,AG,28.05155,9.64291111111,1847
368,DBBB,CotonouCadjehoun,BN,6.35722777778,2.38435277778,19
369,DBBP,Parakou,BN,9.35705,2.60914722222,1266
370,DFFD,Ouagadougou,UV,12.3531944444,-1.51241666667,1037
371,DFOO,BoboDioulasso,UV,11.1600555556,-4.33096944444,1511
372,DGAA,KotokaIntl,GH,5.60518611111,-0.166786111111,205
373,DGLE,Tamale,GH,9.55719166667,-0.863213888889,553
374,DGLW,Wa,GH,10.0826638889,-2.50769444444,1060
375,DGSI,Kumasi,GH,6.71456388889,-1.59081944444,942
376,DGSN,Sunyani,GH,7.36182777778,-2.32875555556,1014
377,DGTK,Takoradi,GH,4.89605555556,-1.77475555556,21
378,DIAP,AbidjanFelixHouphouetB,IV,5.25995833333,-3.92641666667,20
379,DIBK,Bouake,IV,7.7388,-5.07366666667,1230
380,DIDL,Daloa,IV,6.79265833333,-6.47311388889,823
381,DIKO,Korhogo,IV,9.38718333333,-5.55666388889,1213
382,DIMN,Man,IV,7.27195833333,-7.58697777778,1089
383,DISP,SanPedro,IV,4.74671666667,-6.66081666667,26
384,DIYO,Yamoussoukro,IV,6.9,-5.36666666667,699
385,DNAA,AbujaNnamdiAzikiweIntl,NI,9.00678055556,7.263175,1123
386,DNAK,Akure,NI,7.24673888889,5.30100833333,1100
387,DNBE,Benin,NI,6.31698055556,5.59950277778,258
388,DNCA,Calabar,NI,4.97601944444,8.34719722222,211
389,DNEN,Enugu,NI,6.47427222222,7.56196111111,466
390,DNGU,Gusau,NI,12.1716666667,6.69611111111,1520
391,DNIB,Ibadan,NI,7.36245833333,3.97833333333,725
392,DNIL,Ilorin,NI,8.44021111111,4.49391944444,1125
393,DNJO,Jos,NI,9.63982777778,8.86905,4232
394,DNKA,Kaduna,NI,10.696025,7.32011388889,2073
395,DNKN,KanoMallamAminuIntl,NI,12.0475888889,8.52462222222,1565
396,DNMA,Maiduguri,NI,11.8553472222,13.08095,1102
397,DNMK,Makurdi,NI,7.70388333333,8.61393888889,371
398,DNMM,LagosMurtalaMuhammed,NI,6.57736944444,3.32115555556,135
399,DNMN,MinnaNew,NI,9.65217222222,6.46225555556,834
400,DNPO,PortHarcourtIntl,NI,5.01549444444,6.94959444444,81
401,DNSO,SadiqAbubakarIiiIntl,NI,12.9163222222,5.20718888889,1006
402,DNYO,Yola,NI,9.26030833333,12.4299305556,599
403,DNZA,Zaria,NI,11.1301916667,7.68580555556,2150
404,DRRM,Maradi,NG,13.5025305556,7.12675277778,1240
405,DRRN,DioriHamani,NG,13.4815472222,2.18361388889,732
406,DRRT,Tahoua,NG,14.8756583333,5.26535833333,1266
407,DRZA,ManuDayak,NG,16.9648305556,7.99703055556,1657
408,DRZD,Dirkou,NG,18.9687027778,12.86865,1273
409,DRZF,Diffa,NG,13.3728944444,12.6266861111,994
410,DRZR,Zinder,NG,13.7789972222,8.98376111111,1509
411,DTKA,Tabarka7Novembre,TS,36.98,8.87694444444,230
412,DTMB,HabibBourguibaIntl,TS,35.7580555556,10.7547222222,9
413,DTTA,Carthage,TS,36.8510333333,10.2272166667,22
414,DTTB,SidiAhmedAirBase,TS,37.2454472222,9.79145277778,20
415,DTTD,Remada,TS,32.3061555556,10.3821083333,1004
416,DTTF,Gafsa,TS,34.4220222222,8.82250277778,1060
