oid,engine_type,engine_full_name,engine_name,thrust,mode,fuel_kg_sec,co_ei,hc_ei,nox_ei,sox_ei,pm10_ei,p1_ei,p2_ei,smoke_number,smoke_number_maximum,fuel_type,manufacturer,source,remark,status,engine_name_type,coolant,combustion_technology,technology_age,pm10_prefoa3,pm10_nonvol,pm10_sul,pm10_organic,eng_type,bpr,nvpm_ei,nvpm_number_ei
2964,J,Trent 1000-E,12RR058,0.07,TX,0.217,11.2,0.1,5.0,1,489.6000000000001,5.883187,5.883187,0.6,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-EPhase5 Tiled,,,,,,,,TF,9.74,5.88257,296669311634196.2
2965,J,Trent 1000-D,12RR057,1.0,TO,2.508,0.5,0.0,53.53,1,489.6000000000001,5.33258,5.33258,3.3,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-DPhase5 Tiled,,,,,,,,TF,9.32,5.33258,268931995685205.88
2966,J,Trent 1000-D,12RR057,0.85,CL,2.048,0.48,0.0,39.98,1,489.6000000000001,5.33258,5.33258,3.8,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-DPhase5 Tiled,,,,,,,,TF,9.32,5.33258,268931995685205.88
2967,J,Trent 1000-D,12RR057,0.3,AP,0.668,0.65,0.0,13.77,1,489.6000000000001,5.33258,5.33258,3.9,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-DPhase5 Tiled,,,,,,,,TF,9.32,5.33258,268931995685205.88
2968,J,Trent 1000-D,12RR057,0.07,TX,0.247,7.41,0.03,5.72,1,489.6000000000001,5.3327651000000005,5.3327651000000005,0.5,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-DPhase5 Tiled,,,,,,,,TF,9.32,5.33258,268931995685205.88
2969,J,Trent 1000-C,12RR056,1.0,TO,2.508,0.5,0.0,53.53,1,489.6000000000001,5.33258,5.33258,3.3,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-CPhase5 Tiled,,,,,,,,TF,9.32,5.33258,268931995685205.88
2970,J,Trent 1000-C,12RR056,0.85,CL,2.048,0.48,0.0,39.98,1,489.6000000000001,5.33258,5.33258,3.8,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-CPhase5 Tiled,,,,,,,,TF,9.32,5.33258,268931995685205.88
2971,J,Trent 1000-C,12RR056,0.3,AP,0.668,0.65,0.0,13.77,1,489.6000000000001,5.33258,5.33258,3.9,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-CPhase5 Tiled,,,,,,,,TF,9.32,5.33258,268931995685205.88
2972,J,Trent 1000-C,12RR056,0.07,TX,0.247,7.41,0.03,5.72,1,489.6000000000001,5.3327651000000005,5.3327651000000005,0.5,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-CPhase5 Tiled,,,,,,,,TF,9.32,5.33258,268931995685205.88
2973,J,Trent 1000-A,12RR055,1.0,TO,2.282,0.51,0.0,46.42,1,489.6000000000001,5.33258,5.33258,3.5,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-APhase5 Tiled,,,,,,,,TF,9.47,5.33258,268931995685205.88
2974,J,Trent 1000-A,12RR055,0.85,CL,1.877,0.46,0.0,35.57,1,489.6000000000001,5.33258,5.33258,4.2,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-APhase5 Tiled,,,,,,,,TF,9.47,5.33258,268931995685205.88
2975,J,Trent 1000-A,12RR055,0.3,AP,0.625,0.75,0.0,13.2,1,489.6000000000001,5.33258,5.33258,3.6,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-APhase5 Tiled,,,,,,,,TF,9.47,5.33258,268931995685205.88
2976,J,Trent 1000-A,12RR055,0.07,TX,0.237,8.45,0.05,5.47,1,489.6000000000001,5.3328885,5.3328885,0.5,5.98,,Rolls-Royce plc,EEDB,,Out of production,Trent 1000-APhase5 Tiled,,,,,,,,TF,9.47,5.33258,268931995685205.88
2977,J,Trent 1000-AE3,19RR085,1.0,TO,2.279,0.43,0.0,46.1,1,489.6000000000001,20.69117,20.69117,9.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-AE3Phase5 Tiled,,,,,,,,TF,9.2,20.69117,1043495178786528.8
2978,J,Trent 1000-AE3,19RR085,0.85,CL,1.874,0.44,0.0,35.9,1,489.6000000000001,20.69117,20.69117,13.0,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-AE3Phase5 Tiled,,,,,,,,TF,9.2,20.69117,1043495178786528.8
2979,J,Trent 1000-AE3,19RR085,0.3,AP,0.623,0.76,0.0,13.5,1,489.6000000000001,20.69117,20.69117,7.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-AE3Phase5 Tiled,,,,,,,,TF,9.2,20.69117,1043495178786528.8
2980,J,Trent 1000-AE3,19RR085,0.07,TX,0.239,6.93,0.0,5.9,1,489.6000000000001,20.69117,20.69117,2.0,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-AE3Phase5 Tiled,,,,,,,,TF,9.2,20.69117,1043495178786528.8
2981,J,Trent 1000-CE3,19RR086,1.0,TO,2.497,0.41,0.0,52.07,1,489.6000000000001,19.06761,19.06761,8.4,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-CE3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
2982,J,Trent 1000-CE3,19RR086,0.85,CL,2.046,0.45,0.0,40.11,1,489.6000000000001,19.06761,19.06761,11.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-CE3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
2983,J,Trent 1000-CE3,19RR086,0.3,AP,0.667,0.65,0.0,14.08,1,489.6000000000001,19.06761,19.06761,8.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-CE3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
2984,J,Trent 1000-CE3,19RR086,0.07,TX,0.249,6.23,0.0,6.16,1,489.6000000000001,19.06761,19.06761,1.9,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-CE3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
2985,J,Trent 1000-D3,19RR087,1.0,TO,2.497,0.41,0.0,52.07,1,489.6000000000001,19.06761,19.06761,8.4,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-D3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
2986,J,Trent 1000-D3,19RR087,0.85,CL,2.046,0.45,0.0,40.11,1,489.6000000000001,19.06761,19.06761,11.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-D3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
2987,J,Trent 1000-D3,19RR087,0.3,AP,0.667,0.65,0.0,14.08,1,489.6000000000001,19.06761,19.06761,8.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-D3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
2988,J,Trent 1000-D3,19RR087,0.07,TX,0.249,6.23,0.0,6.16,1,489.6000000000001,19.06761,19.06761,1.9,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-D3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
2989,J,Trent 1000-G3,19RR088,1.0,TO,2.395,0.42,0.0,49.25,1,489.6000000000001,19.06761,19.06761,9.0,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-G3Phase5 Tiled,,,,,,,,TF,9.1,19.06761,961616134973842.1
2990,J,Trent 1000-G3,19RR088,0.85,CL,1.966,0.45,0.0,38.14,1,489.6000000000001,19.06761,19.06761,12.3,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-G3Phase5 Tiled,,,,,,,,TF,9.1,19.06761,961616134973842.1
2991,J,Trent 1000-G3,19RR088,0.3,AP,0.647,0.7,0.0,13.81,1,489.6000000000001,19.06761,19.06761,8.2,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-G3Phase5 Tiled,,,,,,,,TF,9.1,19.06761,961616134973842.1
2992,J,Trent 1000-G3,19RR088,0.07,TX,0.245,6.54,0.0,6.04,1,489.6000000000001,19.06761,19.06761,1.9,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-G3Phase5 Tiled,,,,,,,,TF,9.1,19.06761,961616134973842.1
2993,J,Trent 1000-H3,19RR089,1.0,TO,2.068,0.45,0.0,40.67,1,489.6000000000001,22.41699,22.41699,11.5,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-H3Phase5 Tiled,,,,,,,,TF,9.3,22.41699,1130531457292047.5
2994,J,Trent 1000-H3,19RR089,0.85,CL,1.706,0.43,0.0,32.04,1,489.6000000000001,22.41699,22.41699,14.1,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-H3Phase5 Tiled,,,,,,,,TF,9.3,22.41699,1130531457292047.5
2995,J,Trent 1000-H3,19RR089,0.3,AP,0.579,0.89,0.0,12.94,1,489.6000000000001,22.41699,22.41699,6.9,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-H3Phase5 Tiled,,,,,,,,TF,9.3,22.41699,1130531457292047.5
2996,J,Trent 1000-H3,19RR089,0.07,TX,0.229,7.78,0.0,5.64,1,489.6000000000001,22.41699,22.41699,2.1,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-H3Phase5 Tiled,,,,,,,,TF,9.3,22.41699,1130531457292047.5
2997,J,Trent 1000-J3,19RR090,1.0,TO,2.649,0.35,0.0,56.35,1,489.6000000000001,17.54512,17.54512,7.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-J3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
2998,J,Trent 1000-J3,19RR090,0.85,CL,2.168,0.44,0.0,43.21,1,489.6000000000001,17.54512,17.54512,10.7,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-J3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
2999,J,Trent 1000-J3,19RR090,0.3,AP,0.699,0.58,0.0,14.49,1,489.6000000000001,17.54512,17.54512,9.2,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-J3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3000,J,Trent 1000-J3,19RR090,0.07,TX,0.256,5.8,0.0,6.34,1,489.6000000000001,17.54512,17.54512,1.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-J3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3001,J,Trent 1000-K3,19RR091,1.0,TO,2.649,0.35,0.0,56.35,1,489.6000000000001,17.54512,17.54512,7.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-K3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3002,J,Trent 1000-K3,19RR091,0.85,CL,2.168,0.44,0.0,43.21,1,489.6000000000001,17.54512,17.54512,10.7,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-K3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3003,J,Trent 1000-K3,19RR091,0.3,AP,0.699,0.58,0.0,14.49,1,489.6000000000001,17.54512,17.54512,9.2,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-K3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3004,J,Trent 1000-K3,19RR091,0.07,TX,0.256,5.8,0.0,6.34,1,489.6000000000001,17.54512,17.54512,1.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-K3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3005,J,Trent 1000-L3,19RR092,1.0,TO,2.497,0.41,0.0,52.07,1,489.6000000000001,19.06761,19.06761,8.4,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-L3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3006,J,Trent 1000-L3,19RR092,0.85,CL,2.046,0.45,0.0,40.11,1,489.6000000000001,19.06761,19.06761,11.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-L3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3007,J,Trent 1000-L3,19RR092,0.3,AP,0.667,0.65,0.0,14.08,1,489.6000000000001,19.06761,19.06761,8.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-L3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3008,J,Trent 1000-L3,19RR092,0.07,TX,0.249,6.23,0.0,6.16,1,489.6000000000001,19.06761,19.06761,1.9,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-L3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3009,J,Trent 1000-M3,19RR093,1.0,TO,2.721,0.43,0.0,59.3,1,489.6000000000001,17.54512,17.54512,7.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-M3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3010,J,Trent 1000-M3,19RR093,0.85,CL,2.222,0.44,0.0,44.55,1,489.6000000000001,17.54512,17.54512,10.2,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-M3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3011,J,Trent 1000-M3,19RR093,0.3,AP,0.712,0.59,0.0,14.72,1,489.6000000000001,17.54512,17.54512,9.4,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-M3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3012,J,Trent 1000-M3,19RR093,0.07,TX,0.26,6.13,0.0,6.61,1,489.6000000000001,17.54512,17.54512,1.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-M3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3013,J,Trent 1000-N3,19RR094,1.0,TO,2.721,0.43,0.0,59.3,1,489.6000000000001,17.54512,17.54512,7.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-N3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3014,J,Trent 1000-N3,19RR094,0.85,CL,2.222,0.44,0.0,44.55,1,489.6000000000001,17.54512,17.54512,10.2,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-N3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3015,J,Trent 1000-N3,19RR094,0.3,AP,0.712,0.59,0.0,14.72,1,489.6000000000001,17.54512,17.54512,9.4,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-N3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3016,J,Trent 1000-N3,19RR094,0.07,TX,0.26,6.13,0.0,6.61,1,489.6000000000001,17.54512,17.54512,1.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-N3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3017,J,Trent 1000-P3,19RR095,1.0,TO,2.497,0.41,0.0,52.07,1,489.6000000000001,19.06761,19.06761,8.4,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-P3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3018,J,Trent 1000-P3,19RR095,0.85,CL,2.046,0.45,0.0,40.11,1,489.6000000000001,19.06761,19.06761,11.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-P3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3019,J,Trent 1000-P3,19RR095,0.3,AP,0.667,0.65,0.0,14.08,1,489.6000000000001,19.06761,19.06761,8.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-P3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3020,J,Trent 1000-P3,19RR095,0.07,TX,0.249,6.23,0.0,6.16,1,489.6000000000001,19.06761,19.06761,1.9,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-P3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3021,J,Trent 1000-Q3,19RR096,1.0,TO,2.649,0.35,0.0,56.35,1,489.6000000000001,17.54512,17.54512,7.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-Q3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3022,J,Trent 1000-Q3,19RR096,0.85,CL,2.168,0.44,0.0,43.21,1,489.6000000000001,17.54512,17.54512,10.7,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-Q3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3023,J,Trent 1000-Q3,19RR096,0.3,AP,0.699,0.58,0.0,14.49,1,489.6000000000001,17.54512,17.54512,9.2,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-Q3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3024,J,Trent 1000-Q3,19RR096,0.07,TX,0.256,5.8,0.0,6.34,1,489.6000000000001,17.54512,17.54512,1.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-Q3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3025,J,Trent 1000-R3,19RR097,1.0,TO,2.783,0.45,0.0,61.62,1,489.6000000000001,17.54512,17.54512,7.7,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-R3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3026,J,Trent 1000-R3,19RR097,0.85,CL,2.266,0.43,0.0,45.76,1,489.6000000000001,17.54512,17.54512,9.9,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-R3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3027,J,Trent 1000-R3,19RR097,0.3,AP,0.723,0.57,0.0,14.87,1,489.6000000000001,17.54512,17.54512,9.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-R3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3028,J,Trent 1000-R3,19RR097,0.07,TX,0.262,5.99,0.0,6.67,1,489.6000000000001,17.54512,17.54512,1.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-R3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3029,J,Trent7000-72,19RR098,1.0,TO,2.478,0.41,0.0,56.8,1,489.6000000000001,19.06761,19.06761,8.3,15.3,,Rolls-Royce plc,EEDB,,,Trent7000-72Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3030,J,Trent7000-72,19RR098,0.85,CL,2.029,0.45,0.0,42.04,1,489.6000000000001,19.06761,19.06761,11.6,15.3,,Rolls-Royce plc,EEDB,,,Trent7000-72Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3031,J,Trent7000-72,19RR098,0.3,AP,0.67,0.63,0.0,14.12,1,489.6000000000001,19.06761,19.06761,8.8,15.3,,Rolls-Royce plc,EEDB,,,Trent7000-72Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3032,J,Trent7000-72,19RR098,0.07,TX,0.241,6.45,0.0,6.1,1,489.6000000000001,19.06761,19.06761,1.9,15.3,,Rolls-Royce plc,EEDB,,,Trent7000-72Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3033,J,Trent7000-72C,19RR099,1.0,TO,2.478,0.41,0.0,56.8,1,489.6000000000001,19.06761,19.06761,8.3,15.3,,Rolls-Royce plc,EEDB,,,Trent7000-72CPhase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3034,J,Trent7000-72C,19RR099,0.85,CL,2.029,0.45,0.0,42.04,1,489.6000000000001,19.06761,19.06761,11.6,15.3,,Rolls-Royce plc,EEDB,,,Trent7000-72CPhase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3035,J,Trent7000-72C,19RR099,0.3,AP,0.67,0.63,0.0,14.12,1,489.6000000000001,19.06761,19.06761,8.8,15.3,,Rolls-Royce plc,EEDB,,,Trent7000-72CPhase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3036,J,Trent7000-72C,19RR099,0.07,TX,0.241,6.45,0.0,6.1,1,489.6000000000001,19.06761,19.06761,1.9,15.3,,Rolls-Royce plc,EEDB,,,Trent7000-72CPhase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3037,J,Trent 1000-AE3,01P19RR106,1.0,TO,2.279,0.43,0.0,46.1,1,489.6000000000001,20.69117,20.69117,9.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-AE3Phase5 Tiled,,,,,,,,TF,9.2,20.69117,1043495178786528.8
3038,J,Trent 1000-AE3,01P19RR106,0.85,CL,1.874,0.44,0.0,35.9,1,489.6000000000001,20.69117,20.69117,13.0,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-AE3Phase5 Tiled,,,,,,,,TF,9.2,20.69117,1043495178786528.8
3039,J,Trent 1000-AE3,01P19RR106,0.3,AP,0.623,0.76,0.0,13.5,1,489.6000000000001,20.69117,20.69117,7.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-AE3Phase5 Tiled,,,,,,,,TF,9.2,20.69117,1043495178786528.8
3040,J,Trent 1000-AE3,01P19RR106,0.07,TX,0.239,6.93,0.0,5.9,1,489.6000000000001,20.69117,20.69117,2.0,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-AE3Phase5 Tiled,,,,,,,,TF,9.2,20.69117,1043495178786528.8
3041,J,Trent 1000-CE3,01P19RR107,1.0,TO,2.497,0.41,0.0,52.07,1,489.6000000000001,19.06761,19.06761,8.4,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-CE3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3042,J,Trent 1000-CE3,01P19RR107,0.85,CL,2.046,0.45,0.0,40.11,1,489.6000000000001,19.06761,19.06761,11.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-CE3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3043,J,Trent 1000-CE3,01P19RR107,0.3,AP,0.667,0.65,0.0,14.08,1,489.6000000000001,19.06761,19.06761,8.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-CE3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3044,J,Trent 1000-CE3,01P19RR107,0.07,TX,0.249,6.23,0.0,6.16,1,489.6000000000001,19.06761,19.06761,1.9,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-CE3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3045,J,Trent 1000-D3,01P19RR108,1.0,TO,2.497,0.41,0.0,52.07,1,489.6000000000001,19.06761,19.06761,8.4,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-D3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3046,J,Trent 1000-D3,01P19RR108,0.85,CL,2.046,0.45,0.0,40.11,1,489.6000000000001,19.06761,19.06761,11.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-D3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3047,J,Trent 1000-D3,01P19RR108,0.3,AP,0.667,0.65,0.0,14.08,1,489.6000000000001,19.06761,19.06761,8.6,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-D3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3048,J,Trent 1000-D3,01P19RR108,0.07,TX,0.249,6.23,0.0,6.16,1,489.6000000000001,19.06761,19.06761,1.9,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-D3Phase5 Tiled,,,,,,,,TF,9.0,19.06761,961616134973842.1
3049,J,Trent 1000-G3,01P19RR109,1.0,TO,2.395,0.42,0.0,49.25,1,489.6000000000001,19.06761,19.06761,9.0,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-G3Phase5 Tiled,,,,,,,,TF,9.1,19.06761,961616134973842.1
3050,J,Trent 1000-G3,01P19RR109,0.85,CL,1.966,0.45,0.0,38.14,1,489.6000000000001,19.06761,19.06761,12.3,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-G3Phase5 Tiled,,,,,,,,TF,9.1,19.06761,961616134973842.1
3051,J,Trent 1000-G3,01P19RR109,0.3,AP,0.647,0.7,0.0,13.81,1,489.6000000000001,19.06761,19.06761,8.2,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-G3Phase5 Tiled,,,,,,,,TF,9.1,19.06761,961616134973842.1
3052,J,Trent 1000-G3,01P19RR109,0.07,TX,0.245,6.54,0.0,6.04,1,489.6000000000001,19.06761,19.06761,1.9,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-G3Phase5 Tiled,,,,,,,,TF,9.1,19.06761,961616134973842.1
3053,J,Trent 1000-H3,01P19RR110,1.0,TO,2.068,0.45,0.0,40.67,1,489.6000000000001,22.41699,22.41699,11.5,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-H3Phase5 Tiled,,,,,,,,TF,9.3,22.41699,1130531457292047.5
3054,J,Trent 1000-H3,01P19RR110,0.85,CL,1.706,0.43,0.0,32.04,1,489.6000000000001,22.41699,22.41699,14.1,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-H3Phase5 Tiled,,,,,,,,TF,9.3,22.41699,1130531457292047.5
3055,J,Trent 1000-H3,01P19RR110,0.3,AP,0.579,0.89,0.0,12.94,1,489.6000000000001,22.41699,22.41699,6.9,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-H3Phase5 Tiled,,,,,,,,TF,9.3,22.41699,1130531457292047.5
3056,J,Trent 1000-H3,01P19RR110,0.07,TX,0.229,7.78,0.0,5.64,1,489.6000000000001,22.41699,22.41699,2.1,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-H3Phase5 Tiled,,,,,,,,TF,9.3,22.41699,1130531457292047.5
3057,J,Trent 1000-J3,01P19RR111,1.0,TO,2.649,0.35,0.0,56.35,1,489.6000000000001,17.54512,17.54512,7.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-J3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3058,J,Trent 1000-J3,01P19RR111,0.85,CL,2.168,0.44,0.0,43.21,1,489.6000000000001,17.54512,17.54512,10.7,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-J3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3059,J,Trent 1000-J3,01P19RR111,0.3,AP,0.699,0.58,0.0,14.49,1,489.6000000000001,17.54512,17.54512,9.2,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-J3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3060,J,Trent 1000-J3,01P19RR111,0.07,TX,0.256,5.8,0.0,6.34,1,489.6000000000001,17.54512,17.54512,1.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-J3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3061,J,Trent 1000-K3,01P19RR112,1.0,TO,2.649,0.35,0.0,56.35,1,489.6000000000001,17.54512,17.54512,7.8,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-K3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3062,J,Trent 1000-K3,01P19RR112,0.85,CL,2.168,0.44,0.0,43.21,1,489.6000000000001,17.54512,17.54512,10.7,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-K3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
3063,J,Trent 1000-K3,01P19RR112,0.3,AP,0.699,0.58,0.0,14.49,1,489.6000000000001,17.54512,17.54512,9.2,15.3,,Rolls-Royce plc,EEDB,,,Trent 1000-K3Phase5 Tiled,,,,,,,,TF,8.9,17.54512,884833750975012.0
