stage,count,source_modules,dispersion modules,timestamp
process(),313,MovementSource,,0.056999
process(),314,MovementSource,,0.640946
process(),315,MovementSource,,0.589791
process(),316,MovementSource,,0.592002
process(),317,MovementSource,,0.532865
process(),318,MovementSource,,0.614132
process(),319,MovementSource,,0.666188
process(),320,MovementSource,,0.684996
process(),321,MovementSource,,0.577853
process(),322,MovementSource,,0.521017
process(),323,MovementSource,,0.549
process(),324,MovementSource,,0.685864
process(),325,MovementSource,,0.602001
process(),326,MovementSource,,0.602984
