vehicle_category,fuel,euro_standard,country,pollutant,hot-cold-evaporation,evaporation_split,10,20,30,40,50,60,70,80,90,100,110,120,130
Buses,Diesel,Conventional,Serbia,CH4,Hot,,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.1275,0.07999999999999999,0.07999999999999999,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998
Buses,Diesel,Conventional,Slovenia,CH4,Hot,,0.175,0.175,0.175,0.175,0.1275,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Conventional,Spain,CH4,Hot,,0.17499999999999988,0.17499999999999988,0.17499999999999988,0.17499999999999988,0.12749999999999992,0.07999999999999997,0.07999999999999997,0.07000000000000009,0.07000000000000009,0.07000000000000009,0.07000000000000009,0.07000000000000009,0.07000000000000009
Buses,Diesel,Conventional,Sweden,CH4,Hot,,0.175,0.175,0.175,0.175,0.1275,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Conventional,Switzerland,CH4,Hot,,0.17499999999999996,0.17499999999999996,0.17499999999999996,0.17499999999999996,0.1275,0.08000000000000007,0.08000000000000007,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Conventional,Turkey,CH4,Hot,,0.17499999999999993,0.17499999999999993,0.17499999999999993,0.17499999999999993,0.12749999999999997,0.08,0.08,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999
Buses,Diesel,Conventional,United Kingdom,CH4,Hot,,0.17499999999999985,0.175,0.17499999999999985,0.17499999999999985,0.1274999999999999,0.0799999999999999,0.0799999999999999,0.06999999999999992,0.06999999999999992,0.06999999999999992,0.06999999999999992,0.06999999999999992,0.06999999999999992
Buses,Diesel,Euro I,Albania,CH4,Hot,,0.175,0.175,0.175,0.175,0.1275,0.08,0.08,0.06999999999999997,0.06999999999999997,0.06999999999999997,0.06999999999999997,0.06999999999999997,0.06999999999999997
Buses,Diesel,Euro I,Austria,CH4,Hot,,0.17500000000000024,0.17500000000000024,0.17500000000000024,0.17500000000000024,0.1275,0.07999999999999975,0.07999999999999975,0.06999999999999984,0.06999999999999984,0.06999999999999984,0.06999999999999984,0.06999999999999984,0.06999999999999984
Buses,Diesel,Euro I,Belgium,CH4,Hot,,0.17500000000000004,0.17500000000000004,0.17500000000000004,0.17500000000000004,0.1275,0.07999999999999993,0.07999999999999995,0.06999999999999995,0.06999999999999995,0.06999999999999995,0.06999999999999995,0.06999999999999995,0.06999999999999995
Buses,Diesel,Euro I,Bulgaria,CH4,Hot,,0.1750000000000001,0.1750000000000001,0.1750000000000001,0.1750000000000001,0.1275,0.0799999999999999,0.0799999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999,0.06999999999999999
Buses,Diesel,Euro I,Croatia,CH4,Hot,,0.1749999999999999,0.1749999999999999,0.1749999999999999,0.1749999999999999,0.1275,0.08000000000000008,0.08000000000000008,0.07000000000000005,0.07000000000000005,0.07000000000000005,0.07000000000000005,0.07000000000000005,0.07000000000000005
Buses,Diesel,Euro I,Cyprus,CH4,Hot,,0.1749999999999999,0.1749999999999999,0.1749999999999999,0.1749999999999999,0.12749999999999995,0.07999999999999996,0.07999999999999996,0.07000000000000006,0.07000000000000006,0.07000000000000006,0.07000000000000006,0.07000000000000006,0.07000000000000006
