oid,profile_id,arrival_departure,stage,point,weight_lbs,horizontal_feet,vertical_feet,tas_knots,weight_kgs,horizontal_metres,vertical_metres,tas_metres,power,mode,course,fuel_flow_kgm
4128,A320-232-D-3,D,3,11,144200,71786.6,7500,278.3,65407.9664,21880.55568,2286,143.1697652,0.641912075,CL,ANP2.2,
4129,A320-232-D-3,D,3,12,144200,93761.7,10000,289.3,65407.9664,28578.56616,3048,148.8286492,0.659290189,CL,ANP2.2,
4130,A320-232-D-4,D,4,1,154300,0,0,0,69989.2456,0,0,0,0.93466717,TO,ANP2.2,
4131,A320-232-D-4,D,4,2,154300,4324,0,154.6,69989.2456,1317.9552,0,79.5330424,0.786589434,TO,ANP2.2,
4132,A320-232-D-4,D,4,3,154300,11780.1,1500,158.1,69989.2456,3590.57448,457.2,81.3335964,0.804669057,TO,ANP2.2,
4133,A320-232-D-4,D,4,4,154300,12780.1,1613.1,158.3,69989.2456,3895.37448,491.67288,81.4364852,0.570003396,CL,ANP2.2,
4134,A320-232-D-4,D,4,5,154300,25046.8,3000,161.6,69989.2456,7634.26464,914.4,83.1341504,0.578526415,CL,ANP2.2,
4135,A320-232-D-4,D,4,6,154300,34807.3,3353.3,208.9,69989.2456,10609.26504,1022.08584,107.4673516,0.598580755,CL,ANP2.2,
4136,A320-232-D-4,D,4,7,154300,37664.9,3460.5,221.6,69989.2456,11480.26152,1054.7604,114.0007904,0.603994717,CL,ANP2.2,
4137,A320-232-D-4,D,4,8,154300,42584,3658.1,244.3,69989.2456,12979.6032,1114.98888,125.6786692,0.604650943,CL,ANP2.2,
4138,A320-232-D-4,D,4,9,154300,47221.9,3851.1,263.3,69989.2456,14393.23512,1173.81528,135.4531052,0.604355472,CL,ANP2.2,
4139,A320-232-D-4,D,4,10,154300,61141.8,5500,269.9,69989.2456,18636.02064,1676.4,138.8484356,0.623119245,CL,ANP2.2,
4140,A320-232-D-4,D,4,11,154300,78994.9,7500,278.3,69989.2456,24077.64552,2286,143.1697652,0.641912075,CL,ANP2.2,
4141,A320-232-D-4,D,4,12,154300,103299.4,10000,289.3,69989.2456,31485.65712,3048,148.8286492,0.659290189,CL,ANP2.2,
4142,A320-232-D-5,D,5,1,172000,0,0,0,78017.824,0,0,0,0.93466717,TO,ANP2.2,
4143,A320-232-D-5,D,5,2,172000,5429.8,0,163.3,78017.824,1655.00304,0,84.0087052,0.778326792,TO,ANP2.2,
4144,A320-232-D-5,D,5,3,172000,14276.2,1500,166.9,78017.824,4351.38576,457.2,85.8607036,0.796406415,TO,ANP2.2,
4145,A320-232-D-5,D,5,4,172000,15276.2,1595,167.1,78017.824,4656.18576,486.156,85.9635924,0.57338717,CL,ANP2.2,
4146,A320-232-D-5,D,5,5,172000,30073.6,3000,170.6,78017.824,9166.43328,914.4,87.7641464,0.582021509,CL,ANP2.2,
4147,A320-232-D-5,D,5,6,172000,42873.8,3383.6,220.4,78017.824,13067.93424,1031.32128,113.3834576,0.603159623,CL,ANP2.2,
4148,A320-232-D-5,D,5,7,172000,45858.5,3478,231,78017.824,13977.6708,1060.0944,118.836564,0.604237736,CL,ANP2.2,
4149,A320-232-D-5,D,5,8,172000,50961,3652.9,250.4,78017.824,15532.9128,1113.40392,128.8167776,0.603676226,CL,ANP2.2,
4150,A320-232-D-5,D,5,9,172000,54608.5,3783.5,263,78017.824,16644.6708,1153.2108,135.298772,0.603523019,CL,ANP2.2,
4151,A320-232-D-5,D,5,10,172000,71616.4,5500,269.9,78017.824,21828.67872,1676.4,138.8484356,0.623119245,CL,ANP2.2,
4152,A320-232-D-5,D,5,11,172000,92649.7,7500,278.3,78017.824,28239.62856,2286,143.1697652,0.641912075,CL,ANP2.2,
4153,A320-232-D-5,D,5,12,172000,121416.4,10000,289.3,78017.824,37007.71872,3048,148.8286492,0.659290189,CL,ANP2.2,
4154,JET-SMALL-A-1,A,1,1,156800,-133268.6,6000,272,71123.2256,-40620.26928,1828.8,139.928768,0.002625667,AP,ANP2.2,
4155,JET-SMALL-A-1,A,1,2,156800,-77875.2,3000,260,71123.2256,-23736.36096,914.4,133.75544,3.33333e-05,AP,ANP2.2,
4156,JET-SMALL-A-1,A,1,3,156800,-63313.4,3000,219.6,71123.2256,-19297.92432,914.4,112.9719024,0.005120333,AP,ANP2.2,
4157,JET-SMALL-A-1,A,1,4,156800,-57243.4,3000,199.2,71123.2256,-17447.78832,914.4,102.4772448,0.009916,AP,ANP2.2,
4158,JET-SMALL-A-1,A,1,5,156800,-48275.3,2530,180.9,71123.2256,-14714.31144,771.144,93.0629196,0.012207333,AP,ANP2.2,
4159,JET-SMALL-A-1,A,1,6,156800,-40700.1,2133,153.8,71123.2256,-12405.39048,650.1384,79.1214872,0.016836,AP,ANP2.2,
4160,JET-SMALL-A-1,A,1,7,156800,-39219.5,2055.4,146.8,71123.2256,-11954.1036,626.48592,75.5203792,0.018133333,AP,ANP2.2,
4161,JET-SMALL-A-1,A,1,8,156800,-38219.5,2003,141.9,71123.2256,-11649.3036,610.5144,72.9996036,0.183781667,AP,ANP2.2,
4162,JET-SMALL-A-1,A,1,9,156800,-954.1,50,137.9,71123.2256,-290.80968,15.24,70.9418276,0.171165333,AP,ANP2.2,
4163,JET-SMALL-A-1,A,1,10,156800,-477,25,137.8,71123.2256,-145.3896,7.62,70.8903832,0.171010667,AP,ANP2.2,
4164,JET-SMALL-A-1,A,1,11,156800,0,0,137.8,71123.2256,0,0,70.8903832,0.170885667,AP,ANP2.2,
4165,JET-SMALL-A-1,A,1,12,156800,345.2,0,134.8,71123.2256,105.21696,0,69.3470512,0.4,AP,ANP2.2,
4166,JET-SMALL-A-1,A,1,13,156800,3106.8,0,29.8,71123.2256,946.95264,0,15.3304312,0.1,AP,ANP2.2,
4167,JET-SMALL-D-4,D,1,1,156800,0,0,0,71123.2256,0,0,0,0.95516,TO,ANP2.2,
4168,JET-SMALL-D-4,D,1,2,156800,3744.6,0,153.7,71123.2256,1141.35408,0,79.0700428,0.817467667,TO,ANP2.2,
4169,JET-SMALL-D-4,D,1,3,156800,10027.9,1500,157.2,71123.2256,3056.50392,457.2,80.8705968,0.829634,TO,ANP2.2,
4170,JET-SMALL-D-4,D,1,4,156800,11027.9,1654.8,157.5,71123.2256,3361.30392,504.38304,81.02493,0.639729333,CL,ANP2.2,
4171,JET-SMALL-D-4,D,1,5,156800,19718.9,3000,160.7,71123.2256,6010.32072,914.4,82.6711508,0.655600667,CL,ANP2.2,
4172,JET-SMALL-D-4,D,1,6,156800,26414.1,3311,203.6,71123.2256,8051.01768,1009.1928,104.7407984,0.630257333,CL,ANP2.2,
4173,JET-SMALL-D-4,D,1,7,156800,29576.6,3453.5,220.7,71123.2256,9014.94768,1052.6268,113.5377908,0.620495333,CL,ANP2.2,
4174,JET-SMALL-D-4,D,1,8,156800,34404.3,3676.5,246.4,71123.2256,10486.43064,1120.5972,126.7590016,0.605978333,CL,ANP2.2,
4175,JET-SMALL-D-4,D,1,9,156800,38022.8,3842.5,263.3,71123.2256,11589.34944,1171.194,135.4531052,0.596818667,CL,ANP2.2,
4176,JET-SMALL-D-4,D,1,10,156800,50544.7,5500,269.9,71123.2256,15406.02456,1676.4,138.8484356,0.614934,CL,ANP2.2,
4177,JET-SMALL-D-4,D,1,11,156800,66490.9,7500,278.3,71123.2256,20266.42632,2286,143.1697652,0.635437,CL,ANP2.2,
4178,JET-SMALL-D-4,D,1,12,156800,87977.9,10000,289.3,71123.2256,26815.66392,3048,148.8286492,0.658981,CL,ANP2.2,
4179,JET-MEDIUM-D-4,D,2,1,163300,0,0,0,74071.5736,0,0,0,0.95516,TO,ANP2.2,
4180,JET-MEDIUM-D-4,D,2,2,163300,4075.5,0,156.9,74071.5736,1242.2124,0,80.7162636,0.814642667,TO,ANP2.2,
4181,JET-MEDIUM-D-4,D,2,3,163300,10762.1,1500,160.4,74071.5736,3280.28808,457.2,82.5168176,0.826809,TO,ANP2.2,
4182,JET-MEDIUM-D-4,D,2,4,163300,11762.1,1644.5,160.7,74071.5736,3585.08808,501.2436,82.6711508,0.637335333,CL,ANP2.2,
4183,JET-MEDIUM-D-4,D,2,5,163300,21140.4,3000,164,74071.5736,6443.59392,914.4,84.368816,0.65333,CL,ANP2.2,
4184,JET-MEDIUM-D-4,D,2,6,163300,28613.4,3322.9,207.8,74071.5736,8721.36432,1012.81992,106.9014632,0.627529333,CL,ANP2.2,
4185,JET-MEDIUM-D-4,D,2,7,163300,31823.1,3458,223.7,74071.5736,9699.68088,1053.9984,115.0811228,0.618469667,CL,ANP2.2,
4186,JET-MEDIUM-D-4,D,2,8,163300,36694.1,3669.6,248,74071.5736,11184.36168,1118.49408,127.582112,0.604825667,CL,ANP2.2,
4187,JET-MEDIUM-D-4,D,2,9,163300,40167.2,3820.1,263.2,74071.5736,12242.96256,1164.36648,135.4016608,0.596567,CL,ANP2.2,
4188,JET-MEDIUM-D-4,D,2,10,163300,53621.6,5500,269.9,74071.5736,16343.86368,1676.4,138.8484356,0.614934,CL,ANP2.2,
4189,JET-MEDIUM-D-4,D,2,11,163300,70546.7,7500,278.3,74071.5736,21502.63416,2286,143.1697652,0.635437,CL,ANP2.2,
4190,JET-MEDIUM-D-4,D,2,12,163300,93382.3,10000,289.3,74071.5736,28462.92504,3048,148.8286492,0.658981,CL,ANP2.2,
4191,A321-232-D-3,D,3,1,170000,0,0,0,77110.64,0,0,0,0.95516,TO,ANP2.2,
4192,A321-232-D-3,D,3,2,170000,4432.3,0,160.1,77110.64,1350.96504,0,82.3624844,0.811789,TO,ANP2.2,
4193,A321-232-D-3,D,3,3,170000,11548.5,1500,163.6,77110.64,3519.9828,457.2,84.1630384,0.823955333,TO,ANP2.2,
4194,A321-232-D-3,D,3,4,170000,12548.5,1634.8,164,77110.64,3824.7828,498.28704,84.368816,0.634924667,CL,ANP2.2,
4195,A321-232-D-3,D,3,5,170000,22672.4,3000,167.3,77110.64,6910.54752,914.4,86.0664812,0.651036333,CL,ANP2.2,
4196,A321-232-D-3,D,3,6,170000,31010.5,3334.8,212,77110.64,9452.0004,1016.44704,109.062128,0.6248,CL,ANP2.2,
4197,A321-232-D-3,D,3,7,170000,34277.5,3463,226.9,77110.64,10447.782,1055.5224,116.7273436,0.616377667,CL,ANP2.2,
4198,A321-232-D-3,D,3,8,170000,39177.3,3662.8,249.6,77110.64,11941.24104,1116.42144,128.4052224,0.603603,CL,ANP2.2,
4199,A321-232-D-3,D,3,9,170000,42447,3796.6,263.1,77110.64,12937.8456,1157.20368,135.3502164,0.596302333,CL,ANP2.2,
4200,A321-232-D-3,D,3,10,170000,56914.9,5500,269.9,77110.64,17347.66152,1676.4,138.8484356,0.614934,CL,ANP2.2,
4201,A321-232-D-3,D,3,11,170000,74886.1,7500,278.3,77110.64,22825.28328,2286,143.1697652,0.635437,CL,ANP2.2,
4202,A321-232-D-3,D,3,12,170000,99167.5,10000,289.3,77110.64,30226.254,3048,148.8286492,0.658981,CL,ANP2.2,
4203,A321-232-D-4,D,4,1,182100,0,0,0,82599.1032,0,0,0,0.95516,TO,ANP2.2,
4204,A321-232-D-4,D,4,2,182100,5117.2,0,165.7,82599.1032,1559.72256,0,85.2433708,0.806774667,TO,ANP2.2,
4205,A321-232-D-4,D,4,3,182100,13048.3,1500,169.4,82599.1032,3977.12184,457.2,87.1468136,0.818940667,TO,ANP2.2,
4206,A321-232-D-4,D,4,4,182100,14048.3,1619.3,169.7,82599.1032,4281.92184,493.56264,87.3011468,0.630706333,CL,ANP2.2,
4207,A321-232-D-4,D,4,5,182100,25625,3000,173.2,82599.1032,7810.5,914.4,89.1017008,0.647005667,CL,ANP2.2,
4208,A321-232-D-4,D,4,6,182100,35728.6,3356.2,219.4,82599.1032,10890.07728,1022.96976,112.8690136,0.620031,CL,ANP2.2,
4209,A321-232-D-4,D,4,7,182100,39103,3473.2,232.6,82599.1032,11918.5944,1058.63136,119.6596744,0.612626,CL,ANP2.2,
4210,A321-232-D-4,D,4,8,182100,44074.7,3654.5,253,82599.1032,13433.96856,1113.8916,130.154332,0.601217667,CL,ANP2.2,
4211,A321-232-D-4,D,4,9,182100,46774.5,3754.3,262.9,82599.1032,14256.8676,1144.31064,135.2473276,0.595826,CL,ANP2.2,
4212,A321-232-D-4,D,4,10,182100,63205.5,5500,269.9,82599.1032,19265.0364,1676.4,138.8484356,0.614934,CL,ANP2.2,
4213,A321-232-D-4,D,4,11,182100,83169.6,7500,278.3,82599.1032,25350.09408,2286,143.1697652,0.635437,CL,ANP2.2,
4214,A321-232-D-4,D,4,12,182100,110217.2,10000,289.3,82599.1032,33594.20256,3048,148.8286492,0.658981,CL,ANP2.2,
4215,A321-232-D-5,D,5,1,206100,0,0,0,93485.3112,0,0,0,0.95516,TO,ANP2.2,
4216,A321-232-D-5,D,5,2,206100,6632.7,0,176.3,93485.3112,2021.64696,0,90.6964772,0.797298667,TO,ANP2.2,
4217,A321-232-D-5,D,5,3,206100,16349.7,1500,180.2,93485.3112,4983.38856,457.2,92.7028088,0.809465,TO,ANP2.2,
4218,A321-232-D-5,D,5,4,206100,17349.7,1594.1,180.4,93485.3112,5288.18856,485.88168,92.8056976,0.622785667,CL,ANP2.2,
4219,A321-232-D-5,D,5,5,206100,32296.2,3000,184.2,93485.3112,9843.88176,914.4,94.7605848,0.639389,CL,ANP2.2,
4220,A321-232-D-5,D,5,6,206100,42230.2,3281.1,219.3,93485.3112,12871.76496,1000.07928,112.8175692,0.619101333,CL,ANP2.2,
4221,A321-232-D-5,D,5,7,206100,45579.1,3374.9,230,93485.3112,13892.50968,1028.66952,118.32212,0.613081667,CL,ANP2.2,
4222,A321-232-D-5,D,5,8,206100,50294.4,3515.7,246.6,93485.3112,15329.73312,1071.58536,126.8618904,0.603655,CL,ANP2.2,
4223,A321-232-D-5,D,5,9,206100,55430.7,3672.8,262.6,93485.3112,16895.27736,1119.46944,135.0929944,0.594906667,CL,ANP2.2,
4224,A321-232-D-5,D,5,10,206100,76306.5,5500,269.9,93485.3112,23258.2212,1676.4,138.8484356,0.614934,CL,ANP2.2,
4225,A321-232-D-5,D,5,11,206100,100672.2,7500,278.3,93485.3112,30684.88656,2286,143.1697652,0.635437,CL,ANP2.2,
4226,A321-232-D-5,D,5,12,206100,133887.6,10000,289.3,93485.3112,40808.94048,3048,148.8286492,0.658981,CL,ANP2.2,
4227,JET-MEDIUM-A-1,A,1,1,367000,-141899.5,6000,272,166468.264,-43250.9676,1828.8,139.928768,1.48148e-05,AP,ANP2.2,
4228,JET-MEDIUM-A-1,A,1,2,367000,-86506.1,3000,260,166468.264,-26367.05928,914.4,133.75544,1.48148e-05,AP,ANP2.2,
4229,JET-MEDIUM-A-1,A,1,3,367000,-67166.1,3000,208.9,166468.264,-20472.22728,914.4,107.4673516,1.48148e-05,AP,ANP2.2,
4230,JET-MEDIUM-A-1,A,1,4,367000,-57243.4,3000,172.6,166468.264,-17447.78832,914.4,88.7930344,0.004812,AP,ANP2.2,
4231,JET-MEDIUM-A-1,A,1,5,367000,-48599.7,2547,159.1,166468.264,-14813.18856,776.3256,81.8480404,0.009234222,AP,ANP2.2,
4232,JET-MEDIUM-A-1,A,1,6,367000,-43734,2292,144.6,166468.264,-13330.1232,698.6016,74.3886024,0.014329481,AP,ANP2.2,
4233,JET-MEDIUM-A-1,A,1,7,367000,-41910,2196.4,138.1,166468.264,-12774.168,669.46272,71.0447164,0.016645926,AP,ANP2.2,
4234,JET-MEDIUM-A-1,A,1,8,367000,-40910,2144,134.4,166468.264,-12469.368,653.4912,69.1412736,0.138499111,AP,ANP2.2,
4235,JET-MEDIUM-A-1,A,1,9,367000,-954.1,50,130.3,166468.264,-290.80968,15.24,67.0320532,0.128325778,AP,ANP2.2,
4236,JET-MEDIUM-A-1,A,1,10,367000,-477,25,130.3,166468.264,-145.3896,7.62,67.0320532,0.128209778,AP,ANP2.2,
4237,JET-MEDIUM-A-1,A,1,11,367000,0,0,130.2,166468.264,0,0,66.9806088,0.128125778,AP,ANP2.2,
4238,JET-MEDIUM-A-1,A,1,12,367000,210.4,0,127.2,166468.264,64.12992,0,65.4372768,0.1,AP,ANP2.2,
4239,JET-MEDIUM-A-1,A,1,13,367000,1893.8,0,29.8,166468.264,577.23024,0,15.3304312,0.1,AP,ANP2.2,
4240,A330-301-D-1,D,1,1,367000,0,0,0,166468.264,0,0,0,0.910036296,TO,ANP2.2,
4241,A330-301-D-1,D,1,2,367000,3585.5,0,148.9,166468.264,1092.8604,0,76.6007116,0.802559852,TO,ANP2.2,
4242,A330-301-D-1,D,1,3,367000,9952.5,1500,152.2,166468.264,3033.522,457.2,78.2983768,0.815282222,TO,ANP2.2,
4243,A330-301-D-1,D,1,4,367000,10952.5,1640.8,152.5,166468.264,3338.322,500.11584,78.45271,0.584404296,CL,ANP2.2,
4244,A330-301-D-1,D,1,5,367000,20603.2,3000,155.7,166468.264,6279.85536,914.4,80.0989308,0.599712741,CL,ANP2.2,
4245,A330-301-D-1,D,1,6,367000,23930.5,3149.5,177.9,166468.264,7294.0164,959.9676,91.5195876,0.60948637,CL,ANP2.2,
4246,A330-301-D-1,D,1,7,367000,27724.5,3312.1,201.6,166468.264,8450.4276,1009.52808,103.7119104,0.619898667,CL,ANP2.2,
4247,A330-301-D-1,D,1,8,367000,30666.8,3451.9,220.1,166468.264,9347.24064,1052.13912,113.2291244,0.628091556,CL,ANP2.2,
4248,A330-301-D-1,D,1,9,367000,38706.8,3868.8,263.4,166468.264,11797.83264,1179.21024,135.5045496,0.648096,CL,ANP2.2,
4249,A330-301-D-1,D,1,10,367000,49527,5500,269.9,166468.264,15095.8296,1676.4,138.8484356,0.666374963,CL,ANP2.2,
4250,A330-301-D-1,D,1,11,367000,63478.2,7500,278.3,166468.264,19348.15536,2286,143.1697652,0.688699556,CL,ANP2.2,
4251,A330-301-D-1,D,1,12,367000,82117.8,10000,289.3,166468.264,25029.50544,3048,148.8286492,0.71646963,CL,ANP2.2,
4252,JET-MEDIUM-D-6,D,2,1,378500,0,0,0,171684.572,0,0,0,0.910036296,TO,ANP2.2,
4253,JET-MEDIUM-D-6,D,2,2,378500,3821.7,0,151.2,171684.572,1164.85416,0,77.7839328,0.800889037,TO,ANP2.2,
4254,JET-MEDIUM-D-6,D,2,3,378500,10477,1500,154.6,171684.572,3193.3896,457.2,79.5330424,0.813611407,TO,ANP2.2,
4255,JET-MEDIUM-D-6,D,2,4,378500,11477,1634.8,154.9,171684.572,3498.1896,498.28704,79.6873756,0.585232444,CL,ANP2.2,
4256,JET-MEDIUM-D-6,D,2,5,378500,21601.7,3000,158.1,171684.572,6584.19816,914.4,81.3335964,0.600608593,CL,ANP2.2,
4257,JET-MEDIUM-D-6,D,2,6,378500,25154.7,3151.1,180.6,171684.572,7667.15256,960.45528,92.9085864,0.610504593,CL,ANP2.2,
4258,JET-MEDIUM-D-6,D,2,7,378500,28995.8,3308.5,203.4,171684.572,8837.91984,1008.4308,104.6379096,0.620512444,CL,ANP2.2,
4259,JET-MEDIUM-D-6,D,2,8,378500,31974,3445.1,221.2,171684.572,9745.6752,1050.06648,113.7950128,0.628438667,CL,ANP2.2,
4260,JET-MEDIUM-D-6,D,2,9,378500,40128.4,3852.2,263.3,171684.572,12231.13632,1174.15056,135.4531052,0.647909481,CL,ANP2.2,
4261,JET-MEDIUM-D-6,D,2,10,378500,51513.3,5500,269.9,171684.572,15701.25384,1676.4,138.8484356,0.666374963,CL,ANP2.2,
4262,JET-MEDIUM-D-6,D,2,11,378500,66053.6,7500,278.3,171684.572,20133.13728,2286,143.1697652,0.688699556,CL,ANP2.2,
4263,JET-MEDIUM-D-6,D,2,12,378500,85491.5,10000,289.3,171684.572,26057.8092,3048,148.8286492,0.71646963,CL,ANP2.2,
4264,JET-MEDIUM-D-7,D,3,1,390500,0,0,0,177127.676,0,0,0,0.910036296,TO,ANP2.2,
4265,JET-MEDIUM-D-7,D,3,2,390500,4076.6,0,153.6,177127.676,1242.54768,0,79.0185984,0.799172296,TO,ANP2.2,
4266,JET-MEDIUM-D-7,D,3,3,390500,11038.8,1500,157,177127.676,3364.62624,457.2,80.767708,0.811894667,TO,ANP2.2,
4267,JET-MEDIUM-D-7,D,3,4,390500,12038.8,1629,157.3,177127.676,3669.42624,496.5192,80.9220412,0.586086519,CL,ANP2.2,
4268,JET-MEDIUM-D-7,D,3,5,390500,22670.5,3000,160.6,177127.676,6909.9684,914.4,82.6197064,0.601528889,CL,ANP2.2,
4269,JET-MEDIUM-D-7,D,3,6,390500,26480.1,3153.5,183.4,177127.676,8071.13448,961.1868,94.3490296,0.611571259,CL,ANP2.2,
4270,JET-MEDIUM-D-7,D,3,7,390500,30351,3305.3,205.2,177127.676,9250.9848,1007.45544,105.5639088,0.621131407,CL,ANP2.2,
4271,JET-MEDIUM-D-7,D,3,8,390500,33365.5,3438.9,222.3,177127.676,10169.8044,1048.17672,114.3609012,0.628791852,CL,ANP2.2,
4272,JET-MEDIUM-D-7,D,3,9,390500,41637.9,3836.3,263.2,177127.676,12691.23192,1169.30424,135.4016608,0.647730815,CL,ANP2.2,
4273,JET-MEDIUM-D-7,D,3,10,390500,53620.5,5500,269.9,177127.676,16343.5284,1676.4,138.8484356,0.666374963,CL,ANP2.2,
4274,JET-MEDIUM-D-7,D,3,11,390500,68787.5,7500,278.3,177127.676,20966.43,2286,143.1697652,0.688699556,CL,ANP2.2,
4275,JET-MEDIUM-D-7,D,3,12,390500,89075.5,10000,289.3,177127.676,27150.2124,3048,148.8286492,0.71646963,CL,ANP2.2,
4276,JET-LARGE-D-4,D,4,1,411700,0,0,0,186743.8264,0,0,0,0.910036296,TO,ANP2.2,
4277,JET-LARGE-D-4,D,4,2,411700,4548.1,0,157.7,186743.8264,1386.26088,0,81.1278188,0.796202667,TO,ANP2.2,
4278,JET-LARGE-D-4,D,4,3,411700,12068.4,1500,161.2,186743.8264,3678.44832,457.2,82.9283728,0.808925037,TO,ANP2.2,
4279,JET-LARGE-D-4,D,4,4,411700,13068.4,1619.4,161.5,186743.8264,3983.24832,493.59312,83.082706,0.587571259,CL,ANP2.2,
4280,JET-LARGE-D-4,D,4,5,411700,24628,3000,164.9,186743.8264,7506.6144,914.4,84.8318156,0.603121037,CL,ANP2.2,
4281,JET-LARGE-D-4,D,4,6,411700,28937.1,3157.3,188.5,186743.8264,8820.02808,962.34504,96.972694,0.61346237,CL,ANP2.2,
4282,JET-LARGE-D-4,D,4,7,411700,32915.4,3302.5,208.7,186743.8264,10032.61392,1006.602,107.3644628,0.622409037,CL,ANP2.2,
4283,JET-LARGE-D-4,D,4,8,411700,36017.8,3432.1,224.9,186743.8264,10978.22544,1046.10408,115.6984556,0.629678222,CL,ANP2.2,
4284,JET-LARGE-D-4,D,4,9,411700,44337.5,3805.8,263.1,186743.8264,13514.07,1160.00784,135.3502164,0.647388,CL,ANP2.2,
4285,JET-LARGE-D-4,D,4,10,411700,57439.6,5500,269.9,186743.8264,17507.59008,1676.4,138.8484356,0.666374963,CL,ANP2.2,
4286,JET-LARGE-D-4,D,4,11,411700,73744.6,7500,278.3,186743.8264,22477.35408,2286,143.1697652,0.688699556,CL,ANP2.2,
4287,JET-LARGE-D-4,D,4,12,411700,95580.1,10000,289.3,186743.8264,29132.81448,3048,148.8286492,0.71646963,CL,ANP2.2,
4288,A330-301-D-5,D,5,1,439200,0,0,0,199217.6064,0,0,0,0.910036296,TO,ANP2.2,
4289,A330-301-D-5,D,5,2,439200,5200.3,0,162.9,199217.6064,1585.05144,0,83.8029276,0.79246237,TO,ANP2.2,
4290,A330-301-D-5,D,5,3,439200,13476.8,1500,166.5,199217.6064,4107.72864,457.2,85.654926,0.805184741,TO,ANP2.2,
4291,A330-301-D-5,D,5,4,439200,14476.8,1608.5,166.8,199217.6064,4412.52864,490.2708,85.8092592,0.589452889,CL,ANP2.2,
4292,A330-301-D-5,D,5,5,439200,27306.3,3000,170.3,199217.6064,8322.96024,914.4,87.6098132,0.605126519,CL,ANP2.2,
4293,A330-301-D-5,D,5,6,439200,32325.1,3162.3,194.7,199217.6064,9852.69048,963.86904,100.1622468,0.615828593,CL,ANP2.2,
4294,A330-301-D-5,D,5,7,439200,36517.5,3303.7,213.5,199217.6064,11130.534,1006.96776,109.833794,0.62419363,CL,ANP2.2,
4295,A330-301-D-5,D,5,8,439200,39729.6,3428.6,228.6,199217.6064,12109.58208,1045.03728,117.6018984,0.630986222,CL,ANP2.2,
4296,A330-301-D-5,D,5,9,439200,47946.9,3767.3,263,199217.6064,14614.21512,1148.27304,135.298772,0.646956,CL,ANP2.2,
4297,A330-301-D-5,D,5,10,439200,62586.7,5500,269.9,199217.6064,19076.42616,1676.4,138.8484356,0.666374963,CL,ANP2.2,
4298,A330-301-D-5,D,5,11,439200,80430.5,7500,278.3,199217.6064,24515.2164,2286,143.1697652,0.688699556,CL,ANP2.2,
4299,A330-301-D-5,D,5,12,439200,104364.7,10000,289.3,199217.6064,31810.36056,3048,148.8286492,0.71646963,CL,ANP2.2,
4300,A330-301-D-6,D,6,1,469100,0,0,0,212780.0072,0,0,0,0.910036296,TO,ANP2.2,
4301,A330-301-D-6,D,6,2,469100,5962,0,168.4,212780.0072,1817.2176,0,86.6323696,0.788526074,TO,ANP2.2,
4302,A330-301-D-6,D,6,3,469100,15105.9,1500,172.1,212780.0072,4604.27832,457.2,88.5358124,0.801248444,TO,ANP2.2,
4303,A330-301-D-6,D,6,4,469100,16105.9,1598,172.4,212780.0072,4909.07832,487.0704,88.6901456,0.591445481,CL,ANP2.2,
4304,A330-301-D-6,D,6,5,469100,30409.4,3000,176,212780.0072,9268.78512,914.4,90.542144,0.607236889,CL,ANP2.2,
4305,A330-301-D-6,D,6,6,469100,36271,3167.5,201.2,212780.0072,11055.4008,965.454,103.5061328,0.618273778,CL,ANP2.2,
4306,A330-301-D-6,D,6,7,469100,40737.8,3307.7,218.6,212780.0072,12416.88144,1008.18696,112.4574584,0.626124,CL,ANP2.2,
4307,A330-301-D-6,D,6,8,469100,44055.2,3427,232.5,212780.0072,13428.02496,1044.5496,119.60823,0.632430963,CL,ANP2.2,
4308,A330-301-D-6,D,6,9,469100,52011.4,3726.3,262.8,212780.0072,15853.07472,1135.77624,135.1958832,0.646495111,CL,ANP2.2,
4309,A330-301-D-6,D,6,10,469100,68443.9,5500,269.9,212780.0072,20861.70072,1676.4,138.8484356,0.666374963,CL,ANP2.2,
4310,A330-301-D-6,D,6,11,469100,88046.9,7500,278.3,212780.0072,26836.69512,2286,143.1697652,0.688699556,CL,ANP2.2,
4311,A330-301-D-6,D,6,12,469100,114389.8,10000,289.3,212780.0072,34866.01104,3048,148.8286492,0.71646963,CL,ANP2.2,
4312,A330-301-D-7,D,7,1,478400,0,0,0,216998.4128,0,0,0,0.910036296,TO,ANP2.2,
4313,A330-301-D-7,D,7,2,478400,6210.1,0,170,216998.4128,1892.83848,0,87.45548,0.787327556,TO,ANP2.2,
4314,A330-301-D-7,D,7,3,478400,15634.1,1500,173.8,216998.4128,4765.27368,457.2,89.4103672,0.800049926,TO,ANP2.2,
4315,A330-301-D-7,D,7,4,478400,16634.1,1595,174,216998.4128,5070.07368,486.156,89.513256,0.592054519,CL,ANP2.2,
4316,A330-301-D-7,D,7,5,478400,31417.6,3000,177.7,216998.4128,9576.08448,914.4,91.4166988,0.607879556,CL,ANP2.2,
4317,A330-301-D-7,D,7,6,478400,37568.6,3169.5,203.2,216998.4128,11450.90928,966.0636,104.5350208,0.619027704,CL,ANP2.2,
4318,A330-301-D-7,D,7,7,478400,42116.8,3309.1,220.2,216998.4128,12837.20064,1008.61368,113.2805688,0.626718222,CL,ANP2.2,
