stage,count,source_modules,dispersion modules,timestamp
process(),483,PointSource,,0.004004
process(),484,PointSource,,0.004989
process(),485,PointSource,,0.004987
process(),486,PointSource,,0.004023
process(),487,PointSource,,0.004996
process(),488,PointSource,,0.004067
process(),489,PointSource,,0.003998
process(),490,PointSource,,0.004947
process(),491,PointSource,,0.004032
process(),492,PointSource,,0.006061
process(),493,PointSource,,0.004046
process(),494,PointSource,,0.004
process(),495,PointSource,,0.005049
process(),496,PointSource,,0.005966
process(),497,PointSource,,0.004116
process(),498,PointSource,,0.004948
process(),499,PointSource,,0.004339
process(),500,PointSource,,0.005
process(),501,PointSource,,0.004068
process(),502,PointSource,,0.005002
process(),503,PointSource,,0.004998
process(),504,PointSource,,0.00401
process(),505,PointSource,,0.00401
process(),506,PointSource,,0.005053
process(),507,PointSource,,0.004927
process(),508,PointSource,,0.004052
process(),509,PointSource,,0.003973
process(),510,PointSource,,0.005027
process(),511,PointSource,,0.003999
process(),512,PointSource,,0.005063
process(),513,PointSource,,0.003964
process(),514,PointSource,,0.005069
process(),515,PointSource,,0.005
process(),516,PointSource,,0.004264
process(),517,PointSource,,0.005003
process(),518,PointSource,,0.004012
process(),519,PointSource,,0.004979
process(),520,PointSource,,0.003962
process(),521,PointSource,,0.005229
process(),522,PointSource,,0.003995
process(),523,PointSource,,0.005065
process(),524,PointSource,,0.003948
process(),525,PointSource,,0.00498
process(),526,PointSource,,0.004556
process(),527,PointSource,,0.004016
process(),528,PointSource,,0.005055
process(),529,PointSource,,0.005061
process(),530,PointSource,,0.003998
process(),531,PointSource,,0.003947
process(),532,PointSource,,0.005093
process(),533,PointSource,,0.004002
process(),534,PointSource,,0.005054
process(),535,PointSource,,0.004001
process(),536,PointSource,,0.004002
process(),537,PointSource,,0.00505
process(),538,PointSource,,0.00401
process(),539,PointSource,,0.005035
process(),540,PointSource,,0.004996
process(),541,PointSource,,0.004978
process(),542,PointSource,,0.004555
process(),543,PointSource,,0.004977
process(),544,PointSource,,0.005054
process(),545,PointSource,,0.005
process(),546,PointSource,,0.006808
process(),547,PointSource,,0.010998
process(),548,PointSource,,0.005999
process(),549,PointSource,,0.005001
process(),550,PointSource,,0.005035
process(),551,PointSource,,0.004976
process(),552,PointSource,,0.005001
process(),553,PointSource,,0.005001
process(),554,PointSource,,0.004956
process(),555,PointSource,,0.005054
process(),556,PointSource,,0.003997
process(),557,PointSource,,0.00501
process(),558,PointSource,,0.005052
process(),559,PointSource,,0.005043
process(),560,PointSource,,0.005
process(),561,PointSource,,0.003909
process(),562,PointSource,,0.004999
process(),563,PointSource,,0.005002
process(),564,PointSource,,0.00398
process(),565,PointSource,,0.005032
process(),566,PointSource,,0.005056
process(),567,PointSource,,0.005006
process(),568,PointSource,,0.006056
process(),569,PointSource,,0.003999
process(),570,PointSource,,0.004997
process(),571,PointSource,,0.004931
process(),572,PointSource,,0.00505
process(),573,PointSource,,0.005011
process(),574,PointSource,,0.004998
process(),575,PointSource,,0.005057
process(),576,PointSource,,0.003999
process(),577,PointSource,,0.005
process(),578,PointSource,,0.005035
process(),579,PointSource,,0.004955
process(),580,PointSource,,0.004938
process(),581,PointSource,,0.005
process(),582,PointSource,,0.005001
process(),583,PointSource,,0.004055
process(),584,PointSource,,0.004062
process(),585,PointSource,,0.004998
process(),586,PointSource,,0.005045
process(),587,PointSource,,0.003998
process(),588,PointSource,,0.004009
process(),589,PointSource,,0.006056
process(),590,PointSource,,0.004012
process(),591,PointSource,,0.004
process(),592,PointSource,,0.004512
process(),593,PointSource,,0.005055
process(),594,PointSource,,0.004135
process(),595,PointSource,,0.004989
process(),596,PointSource,,0.004999
process(),597,PointSource,,0.004977
process(),598,PointSource,,0.00402
process(),599,PointSource,,0.005078
process(),600,PointSource,,0.004985
process(),601,PointSource,,0.004083
process(),602,PointSource,,0.004
process(),603,PointSource,,0.005086
process(),604,PointSource,,0.004996
process(),605,PointSource,,0.004033
process(),606,PointSource,,0.005006
process(),607,PointSource,,0.004515
process(),608,PointSource,,0.005032
process(),609,PointSource,,0.00411
process(),610,PointSource,,0.004976
process(),611,PointSource,,0.005091
process(),612,PointSource,,0.003915
process(),613,PointSource,,0.004986
process(),614,PointSource,,0.005128
process(),615,PointSource,,0.004004
process(),616,PointSource,,0.005057
process(),617,PointSource,,0.003948
process(),618,PointSource,,0.005023
process(),619,PointSource,,0.004
process(),620,PointSource,,0.004918
process(),621,PointSource,,0.004052
process(),622,PointSource,,0.005086
process(),623,PointSource,,0.003958
process(),624,PointSource,,0.005021
process(),625,PointSource,,0.004981
process(),626,PointSource,,0.005001
process(),627,PointSource,,0.004993
process(),628,PointSource,,0.003999
process(),629,PointSource,,0.004022
process(),630,PointSource,,0.005003
process(),631,PointSource,,0.004068
process(),632,PointSource,,0.004995
process(),633,PointSource,,0.004985
process(),634,PointSource,,0.004052
process(),635,PointSource,,0.005007
process(),636,PointSource,,0.003996
process(),637,PointSource,,0.004983
process(),638,PointSource,,0.005042
process(),639,PointSource,,0.005004
process(),640,PointSource,,0.004041
process(),641,PointSource,,0.005
process(),642,PointSource,,0.004035
process(),643,PointSource,,0.00502
process(),644,PointSource,,0.005063
process(),645,PointSource,,0.004818
process(),646,PointSource,,0.003869
process(),647,PointSource,,0.005055
process(),648,PointSource,,0.004006
process(),649,PointSource,,0.004949
process(),650,PointSource,,0.00486
process(),651,PointSource,,0.003985
process(),652,PointSource,,0.003993
process(),653,PointSource,,0.004954
process(),654,PointSource,,0.005002
process(),655,PointSource,,0.003974
process(),656,PointSource,,0.005
process(),657,PointSource,,0.004367
process(),658,PointSource,,0.005051
process(),659,PointSource,,0.004013
process(),660,PointSource,,0.004054
process(),661,PointSource,,0.004998
process(),662,PointSource,,0.005041
process(),663,PointSource,,0.004006
process(),664,PointSource,,0.005
process(),665,PointSource,,0.005053
process(),666,PointSource,,0.004067
process(),667,PointSource,,0.004978
process(),668,PointSource,,0.004759
process(),669,PointSource,,0.005
process(),670,PointSource,,0.00407
process(),671,PointSource,,0.005033
process(),672,PointSource,,0.005145
process(),673,PointSource,,0.005005
process(),674,PointSource,,0.004059
process(),675,PointSource,,0.004042
process(),676,PointSource,,0.00501
process(),677,PointSource,,0.004669
process(),678,PointSource,,0.005053
process(),679,PointSource,,0.005044
process(),680,PointSource,,0.003997
process(),681,PointSource,,0.005048
process(),682,PointSource,,0.003964
process(),683,PointSource,,0.005114
process(),684,PointSource,,0.005007
process(),685,PointSource,,0.004055
process(),686,PointSource,,0.006
process(),687,PointSource,,0.004051
process(),688,PointSource,,0.00401
process(),689,PointSource,,0.004724
process(),690,PointSource,,0.005031
process(),691,PointSource,,0.005096
process(),692,PointSource,,0.004074
process(),693,PointSource,,0.005
process(),694,PointSource,,0.005062
process(),695,PointSource,,0.004002
process(),696,PointSource,,0.00505
process(),697,PointSource,,0.005059
process(),698,PointSource,,0.004103
process(),699,PointSource,,0.004998
process(),700,PointSource,,0.004178
process(),701,PointSource,,0.006
process(),702,PointSource,,0.004062
process(),703,PointSource,,0.004949
process(),704,PointSource,,0.004161
process(),705,PointSource,,0.004959
process(),706,PointSource,,0.003996
process(),707,PointSource,,0.00506
process(),708,PointSource,,0.005017
process(),709,PointSource,,0.00405
process(),710,PointSource,,0.005946
process(),711,PointSource,,0.00551
process(),712,PointSource,,0.004043
process(),713,PointSource,,0.00506
process(),714,PointSource,,0.005
process(),715,PointSource,,0.005064
process(),716,PointSource,,0.005944
process(),717,PointSource,,0.004054
process(),718,PointSource,,0.005
process(),719,PointSource,,0.004046
process(),720,PointSource,,0.005981
process(),721,PointSource,,0.005019
process(),722,PointSource,,0.004001
process(),723,PointSource,,0.005402
process(),724,PointSource,,0.005
process(),725,PointSource,,0.005063
process(),726,PointSource,,0.004
process(),727,PointSource,,0.005008
process(),728,PointSource,,0.005053
process(),729,PointSource,,0.004052
process(),730,PointSource,,0.005001
process(),731,PointSource,,0.006975
process(),732,PointSource,,0.004006
process(),733,PointSource,,0.006694
process(),734,PointSource,,0.005001
process(),735,PointSource,,0.004039
process(),736,PointSource,,0.00499
process(),737,PointSource,,0.004067
process(),738,PointSource,,0.013947
process(),739,PointSource,,0.009894
process(),740,PointSource,,0.005071
process(),741,PointSource,,0.004053
process(),742,PointSource,,0.006074
process(),743,PointSource,,0.00442
process(),744,PointSource,,0.004646
